Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
4131,,Mercedes-Benz E-Class Cabriolet,E400,"Rs. 77,11,338",2996,6,4,,V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1398 mm,4703 mm,1786 mm,7,2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,Bmw,M2 Competition,Coupe,"Rs. 81,80,000",2979,6,4,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,52 litres,Petrol,1410 mm,4461 mm,1854 mm,6,2,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,Porsche,718,Boxster,"Rs. 89,95,000",1988,4,4,RWD (Rear Wheel Drive),Flat,BS IV,"Front, Longitudinal",Injection,54 litres,Petrol,1281 mm,4379 mm,1801 mm,7,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,Porsche,718,Cayman,"Rs. 85,95,000",1988,4,4,RWD (Rear Wheel Drive),Flat,BS IV,"Front, Longitudinal",Injection,54 litres,Petrol,1281 mm,4379 mm,1801 mm,6,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,,Mercedes-Benz Gls,350 Cdi,"Rs. 88,20,000",2987,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,100 litres,Diesel,1850 mm,5120 mm,1934 mm,3,4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,,Mercedes-Benz Gls,63 Amg,"Rs. 1,91,99,181",5461,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1850 mm,5146 mm,1982 mm,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,,Mercedes-Benz Gls,400 4Matic,"Rs. 87,76,900",2996,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1850 mm,5146 mm,1982 mm,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,,Mercedes-Benz Gls,Grand Edition Petrol,"Rs. 86,90,000",2996,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1850 mm,5146 mm,1982 mm,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,,Mercedes-Benz Gls,Grand Edition Diesel,"Rs. 86,90,000",2987,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,100 litres,Diesel,1850 mm,5120 mm,1934 mm,3,4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,Toyota,Land Cruiser Prado,Vx L,"Rs. 96,30,000",2982,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,87 litres,Diesel,1880 mm,4840 mm,1885 mm,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,Lexus,Rx 450H,450Hl Luxury,"Rs. 99,00,000",3456,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,65 litres,Petrol,1700 mm,5000 mm,1895 mm,3,4,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,Audi,Rs5,Coupe,"Rs. 1,11,41,200",2894,8,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,58 litres,Petrol,,4649 mm,,6,2,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,Bmw,7-Series,730Ld Design Pure Excellence,"Rs. 1,22,90,000",2993,6,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78 litres,Diesel,1479 mm,5120 mm,2169 mm,4,4,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,Bmw,7-Series,730Ld Design Pure Excellence Signature,"Rs. 1,32,00,000",2993,6,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78 litres,Diesel,1479 mm,5120 mm,2169 mm,4,4,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,Bmw,7-Series,730Ld M Sport,"Rs. 1,35,10,000",2993,6,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78 litres,Diesel,1479 mm,5120 mm,2169 mm,4,4,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,Bmw,7-Series,740Li Design Pure Excellence Signature,"Rs. 1,35,10,000",2998,6,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78 litres,Petrol,1479 mm,5120 mm,2169 mm,4,4,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,Bmw,7-Series,745Le Xdrive,"Rs. 1,65,00,000",2998,6,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,46 litres,Hybrid,1481 mm,5219 mm,2142 mm,4,4,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,Bmw,7-Series,M760Li Xdrive,"Rs. 2,42,50,000",6592,12,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,78 litres,Petrol,1481 mm,5219 mm,2142 mm,4,4,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,Audi,Q8,55 Tfsi Quattro Tiptronic,"Rs. 1,33,59,500",2995,4,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,85 litres,Petrol,1740 mm,5052 mm,1968 mm,3,5,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,,Mercedes-Benz S-Class,S 350 D,"Rs. 1,35,58,438",2987,6,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90 litres,Diesel,1494 mm,5116 mm,1899 mm,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,,Mercedes-Benz S-Class,S 450,"Rs. 1,39,76,653",2996,6,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,70 litres,Petrol,1494 mm,5246 mm,1899 mm,4,4,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,,Mercedes-Benz S-Class,Amg S 63 Coupe,"Rs. 2,55,00,000",3982,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1411 mm,5027 mm,1899 mm,6,2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,Maserati,Levante,Diesel,"Rs. 1,45,12,054",2987,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Diesel,1679 mm,5003 mm,2158 mm,3,4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,Maserati,Levante,Gransport,"Rs. 1,48,63,774",2979,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Diesel,1679 mm,5003 mm,2158 mm,3,5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,Maserati,Levante,Granlusson,"Rs. 1,53,83,399",2979,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Diesel,1679 mm,5003 mm,2158 mm,3,5,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,,Mercedes-Benz G-Class,Amg G 63,"Rs. 2,18,75,136",3982,8,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,96 litres,Petrol,1938 mm,4763 mm,1855 mm,3,5,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,,Mercedes-Benz G-Class,G 350D,"Rs. 1,50,00,000",2925,6,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,100 litres,Diesel,1969 mm,4817 mm,1931 mm,3,5,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,Audi,A8 L,55 Tfsi Quattro,"Rs. 1,56,00,000",2995,8,4,AWD (All Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,82 litres,Petrol,1485 mm,5302 mm,1945 mm,4,4,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,Maserati,Granturismo,Sport,"Rs. 1,72,29,579",4691,8,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,86 litres,Petrol,1353 mm,4881 mm,1915 mm,6,2,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,Maserati,Quattroporte,Granlusso,"Rs. 1,79,00,000",2987,6,4,RWD (Rear Wheel Drive),V,BS 6,"Front, Longitudinal",Injection,70 litres,Diesel,1481 mm,5262 mm,1948 mm,10,4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,Lexus,Lc 500H,Coupe,"Rs. 1,96,00,000",3456,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,82 litres,Hybrid,1345 mm,4770 mm,1920 mm,6,2,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,,Mercedes-Benz Maybach,S650,"Rs. 2,73,08,312",5980,12,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1498 mm,5453 mm,1899 mm,4,4,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,,Mercedes-Benz Maybach,S560,"Rs. 1,98,90,000",4663,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1494 mm,5246 mm,1899 mm,4,4,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,Porsche,Panamera,Turbo,"Rs. 2,12,63,000",3996,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1427 mm,5049 mm,1937 mm,4,4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,Porsche,Panamera,Turbo Executive,"Rs. 2,26,13,000",3996,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1432 mm,5199 mm,1937 mm,4,4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,Porsche,Panamera,Turbo Sport Turismo,"Rs. 2,17,47,000",3996,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1432 mm,5049 mm,1937 mm,4,4,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,Lexus,Lx 450D,V8,"Rs. 2,32,90,000",4461,,8,FWD (Front Wheel Drive),V,BS IV,"Front, Transverse",Injection,93 litres,Diesel,1865 mm,5080 mm,1980 mm,3,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,,Mercedes-Benz S-Class Cabriolet,S500,"Rs. 2,34,91,293",4663,8,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,80 litres,Petrol,1417 mm,5027 mm,1899 mm,7,2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,Audi,R8,V10 Plus,"Rs. 2,72,45,000",5204,10,4,AWD (All Wheel Drive),V,BS IV,"Mid, Longitudinal",Injection,75 litres,Petrol,1252 mm,4440 mm,2029 mm,6,2,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,Lamborghini,Urus,V8,"Rs. 3,00,00,000",3996,8,8,AWD (All Wheel Drive),V,BS IV,,Injection,75 litres,Petrol,1638 mm,5112 mm,2181 mm,3,5,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,Bentley,Continental Gt,Coupe,"Rs. 3,37,91,059",5998,12,4,AWD (All Wheel Drive),W,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1401 mm,4807 mm,2226 mm,6,2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,Ferrari,Portofino,V8 Convertible,"Rs. 3,50,00,000",3855,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,92 litres,Petrol,1320 mm,4569 mm,1910 mm,7,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,Bentley,Bentayga,W12,"Rs. 4,59,41,557",5950,12,4,AWD (All Wheel Drive),W,BS IV,"Front, Longitudinal",PGM - Fi,85 litres,Petrol,1742 mm,5141 mm,1998 mm,3,5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,Bentley,Bentayga,V8,"Rs. 3,75,42,069",3996,12,4,AWD (All Wheel Drive),W,BS IV,"Front, Longitudinal",PGM - Fi,85 litres,Petrol,1742 mm,5140 mm,1998 mm,3,5,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,Aston Martin,Db 11,V12,"Rs. 4,04,56,503",5198,12,4,AWD (All Wheel Drive),V,,"Rear, Transverse",Injection,80 litres,Petrol,1250 mm,4385 mm,1865 mm,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,Ferrari,458 Speciale,Coupe,"Rs. 4,25,31,500",4497,8,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,86 litres,Petrol,1203 mm,4571 mm,1951 mm,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,,Rolls-Royce Ghost Series Ii,6.6,"Rs. 4,67,09,733",6593,12,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,82.5 litres,Petrol,1550 mm,5399 mm,1948 mm,4,4,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,,Rolls-Royce Ghost Series Ii,Ewb,"Rs. 5,32,47,201",6592,12,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,82.5 litres,Petrol,1550 mm,5569 mm,1948 mm,4,4,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,,Rolls-Royce Wraith,Coupe,"Rs. 5,00,25,840",6592,12,4,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,83 litres,Petrol,1507 mm,5269 mm,1947 mm,6,2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,Bentley,Mulsanne,Sedan,"Rs. 5,25,71,294",6752,8,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,90 litres,Petrol,1521 mm,5575 mm,2208 mm,4,4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,,Rolls-Royce Cullinan,Suv,"Rs. 6,95,00,000",6750,12,4,AWD (All Wheel Drive),V,BS 6,"Front, Transverse",Injection,,Petrol,1835 mm,5341 mm,2000 mm,3,5,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,,Rolls-Royce Phantom Coupe,6.8 L,"Rs. 7,73,12,661",6749,12,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,100 litres,Petrol,1598 mm,5612 mm,1987 mm,6,2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,Bugatti,Chiron,W16,"Rs. 19,21,42,937",7993,16,4,RWD (Rear Wheel Drive),W,BS 6,"Mid, Transverse",PGM - Fi,,Petrol,1212 mm,4544 mm,2038 mm,10,2,51.88442441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
